date,SP500_adjusted,Russell2000_adjusted,lag_SP500,lead_SP500,diff_SP500,lag_Russell,lead_Russell,diff_Russell,positive_score,negative_score,score
2017-03-15,2385.26000976562,1382.82995605469,2279.55004882812,2388.1298828125,4.763213426272397,1361.22998046875,1390.92004394531,2.181120303149362,6,1,0.7142857142857143
2017-05-03,2388.1298828125,1390.92004394531,2385.26000976562,2437.919921875,2.2077220887359137,1382.82995605469,1417.56994628906,2.512238766759552,6,5,0.09090909090909091
2017-06-14,2437.919921875,1417.56994628906,2388.1298828125,2477.830078125,3.756085293269732,1390.92004394531,1442.28002929688,3.6925188888563776,6,3,0.3333333333333333
2017-07-26,2477.830078125,1442.28002929688,2437.919921875,2508.23999023438,2.884428964561599,1417.56994628906,1445.42004394531,1.9646365760755922,6,3,0.3333333333333333
2017-09-20,2508.23999023438,1445.42004394531,2477.830078125,2579.36010742188,4.0975380109078685,1442.28002929688,1492.78002929688,3.5014004891005146,7,7,0
2017-11-01,2579.36010742188,1492.78002929688,2508.23999023438,2662.85009765625,6.164087488590859,1445.42004394531,1524.44995117188,5.467608364614614,6,6,0
2017-12-13,2662.85009765625,1524.44995117188,2579.36010742188,2823.81005859375,9.477154836522708,1492.78002929688,1574.97998046875,5.506501263323258,6,4,0.2
2018-01-31,2823.81005859375,1574.97998046875,2662.85009765625,2711.92993164062,1.8431316891464673,1524.44995117188,1579.30004882812,3.5980254788998125,6,1,0.7142857142857143
2018-03-21,2711.92993164062,1579.30004882812,2823.81005859375,2635.669921875,-6.662634271245683,1574.97998046875,1554.91003417969,-1.2742985014378865,9,1,0.8
2018-05-02,2635.669921875,1554.91003417969,2711.92993164062,2775.6298828125,2.348878945163005,1579.30004882812,1676.5400390625,6.157157425945405,7,1,0.75
2018-06-13,2775.6298828125,1676.5400390625,2635.669921875,2813.36010742188,6.741746531768753,1554.91003417969,1669.26000976562,7.354121657993969,6,2,0.5
2018-08-01,2813.36010742188,1669.26000976562,2775.6298828125,2905.96997070312,4.695874212110317,1676.5400390625,1691.60998535156,0.8988718394990985,7,1,0.75
2018-09-26,2905.96997070312,1691.60998535156,2813.36010742188,2806.830078125,-0.23210783716074018,1669.26000976562,1578.2099609375,-5.454515671342555,6,1,0.7142857142857143
2018-11-08,2806.830078125,1578.2099609375,2905.96997070312,2506.9599609375,-13.73069969023378,1691.60998535156,1349.22998046875,-20.239890273032092,6,2,0.5
2018-12-19,2506.9599609375,1349.22998046875,2806.830078125,2681.05004882812,-4.481212820011632,1578.2099609375,1486.93994140625,-5.783135437634236,6,1,0.7142857142857143
2019-01-30,2681.05004882812,1486.93994140625,2506.9599609375,2824.22998046875,12.655567878020838,1349.22998046875,1543.16003417969,14.37338752608838,5,1,0.6666666666666666
2019-03-20,2824.22998046875,1543.16003417969,2681.05004882812,2923.72998046875,9.05167479983094,1486.93994140625,1576.38000488281,6.015042099950148,4,4,0
2019-05-01,2923.72998046875,1576.38000488281,2824.22998046875,2926.4599609375,3.6197470169119312,1543.16003417969,1555.57995605469,0.8048369320037605,4,3,0.14285714285714285
2019-06-19,2926.4599609375,1555.57995605469,2923.72998046875,2980.3798828125,1.9375900894468903,1576.38000488281,1574.60998535156,-0.11228381010716926,5,2,0.42857142857142855
2019-07-31,2980.3798828125,1574.60998535156,2926.4599609375,3006.72998046875,2.7429051004523317,1555.57995605469,1568.33996582031,0.8202734752369996,5,1,0.6666666666666666
2019-09-18,3006.72998046875,1568.33996582031,2980.3798828125,2970.27001953125,-0.3392139149627332,1574.60998535156,1511.90002441406,-3.982571018911637,6,2,0.5
2019-10-11,2970.27001953125,1511.90002441406,3006.72998046875,3046.77001953125,1.3316805739987914,1568.33996582031,1572.84997558594,0.2875658252623226,2,2,0
2019-10-30,3046.77001953125,1572.84997558594,2970.27001953125,3141.6298828125,5.769167858627647,1511.90002441406,1631.93005371094,7.939018940316367,5,2,0.42857142857142855
2019-12-11,3141.6298828125,1631.93005371094,3046.77001953125,3273.39990234375,7.438365264187788,1572.84997558594,1649.21997070312,4.855516819951603,5,2,0.42857142857142855
2020-01-29,3273.39990234375,1649.21997070312,3141.6298828125,3003.3701171875,-4.400892873517771,1631.93005371094,1486.07995605469,-8.937276283661364,4,2,0.3333333333333333
2020-03-03,3003.3701171875,1486.07995605469,3273.39990234375,3003.3701171875,-8.249214676242552,1649.21997070312,1486.07995605469,-9.891949985233184,6,1,0.7142857142857143
2020-03-03,3003.3701171875,1486.07995605469,3003.3701171875,2409.38989257812,-19.777123745428074,1486.07995605469,1058.75,-28.75551576573203,6,1,0.7142857142857143
2020-03-19,2409.38989257812,1058.75,3003.3701171875,2237.39990234375,-25.503690353057163,1486.07995605469,1002.40002441406,-32.54736931683841,0,2,-1
2020-03-23,2237.39990234375,1002.40002441406,2409.38989257812,2584.59008789062,7.271558490893747,1058.75,1153.09997558594,8.911449878246989,4,3,0.14285714285714285
2020-03-31,2584.59008789062,1153.09997558594,2237.39990234375,2939.51000976562,31.38062653378981,1002.40002441406,1360.76000976562,35.75019718909471,2,1,0.3333333333333333
2020-04-29,2939.51000976562,1360.76000976562,2584.59008789062,3190.13989257812,23.429239612294253,1153.09997558594,1467.39001464844,27.256096237691413,6,9,-0.2
2020-06-10,3190.13989257812,1467.39001464844,2939.51000976562,3258.43994140625,10.849765116671934,1360.76000976562,1500.63000488281,10.27881434737941,7,7,0
2020-07-29,3258.43994140625,1500.63000488281,3190.13989257812,3484.55004882812,9.228753790231803,1467.39001464844,1564.56005859375,6.621964370432913,7,6,0.07692307692307693
2020-08-27,3484.55004882812,1564.56005859375,3258.43994140625,3385.48999023438,3.8991066618615906,1500.63000488281,1552.32995605469,3.445216409351848,2,2,0
2020-09-16,3385.48999023438,1552.32995605469,3484.55004882812,3510.44995117188,0.7432782419776216,1564.56005859375,1660.05004882812,6.103312538874208,11,7,0.2222222222222222
2020-11-05,3510.44995117188,1660.05004882812,3385.48999023438,3701.169921875,9.324497563165597,1552.32995605469,1952.71997070312,25.792842113672638,7,8,-0.06666666666666667
2020-12-16,3701.169921875,1952.71997070312,3510.44995117188,3750.77001953125,6.845848016694979,1660.05004882812,2108.69995117188,27.026287711052788,9,8,0.058823529411764705
2021-01-27,3750.77001953125,2108.69995117188,3701.169921875,3974.1201171875,7.374700461583357,1952.71997070312,2336.38989257812,19.647974498711722,10,10,0
2021-03-17,3974.1201171875,2336.38989257812,3750.77001953125,4183.18017578125,11.528570240199375,2108.69995117188,2304.15991210938,9.269216363801588,10,8,0.1111111111111111
2021-04-28,4183.18017578125,2304.15991210938,3974.1201171875,4223.7001953125,6.280134237654315,2336.38989257812,2314.68994140625,-0.9287812466918739,14,7,0.3333333333333333
2021-06-16,4223.7001953125,2314.68994140625,4183.18017578125,4400.64013671875,5.198436400050285,2304.15991210938,2224.9599609375,-3.437259313281565,13,6,0.3684210526315789
2021-07-28,4400.64013671875,2224.9599609375,4223.7001953125,4395.64013671875,4.070836788962211,2314.68994140625,2218.56005859375,-4.15303497426951,15,5,0.5
2021-09-22,4395.64013671875,2218.56005859375,4400.64013671875,4660.56982421875,5.90663356749301,2224.9599609375,2404.28002929688,8.059473945941141,15,6,0.42857142857142855
2021-11-03,4660.56982421875,2404.28002929688,4395.64013671875,4709.85009765625,7.148218488423644,2218.56005859375,2195.2099609375,-1.05248886843526,13,7,0.3
2021-12-15,4709.85009765625,2195.2099609375,4660.56982421875,4349.93017578125,-6.665271847731032,2404.28002929688,1976.4599609375,-17.79410314714854,12,7,0.2631578947368421
2022-01-26,4349.93017578125,1976.4599609375,4709.85009765625,4357.85986328125,-7.473491238079105,2195.2099609375,2030.71997070312,-7.493132463927591,9,6,0.2
2022-03-16,4357.85986328125,2030.71997070312,4349.93017578125,4300.169921875,-1.1439322447816769,1976.4599609375,1949.92004394531,-1.3428006393613583,7,5,0.16666666666666666
2022-05-04,4300.169921875,1949.92004394531,4357.85986328125,3789.98999023438,-13.030934698742067,2030.71997070312,1731.14001464844,-14.752401137363755,6,7,-0.07692307692307693
2022-06-15,3789.98999023438,1731.14001464844,4300.169921875,4023.61010742188,-6.431369445338844,1949.92004394531,1848.33996582031,-5.20944837919975,4,6,-0.2
2022-07-27,4023.61010742188,1848.33996582031,3789.98999023438,3789.92993164062,-0.0015846636512169337,1731.14001464844,1762.16003417969,1.7918839186181916,4,4,0
2022-09-21,3789.92993164062,1762.16003417969,4023.61010742188,3759.68994140625,-6.559287778127596,1848.33996582031,1789.14001464844,-3.2028713476201074,4,4,0
2022-11-02,3759.68994140625,1789.14001464844,3789.92993164062,3995.32006835938,5.419365012636232,1762.16003417969,1820.44995117188,3.307867382165705,5,6,-0.09090909090909091
2022-12-14,3995.32006835938,1820.44995117188,3759.68994140625,4119.2099609375,9.562491193004535,1789.14001464844,1960.81005859375,9.595115113393883,5,6,-0.09090909090909091
